,Địa chỉ,Khu vực,phường/xã,dự án/số hẻm đường,Khoảng giá phổ biến Min,Giá phổ biến nhất,Khoảng giá phổ biến Max,Diện tích,Số tầng,Số phòng ngủ,Số toilet,Mức giá
12663,"Dự án CityLand Riverside, Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",Quận 7,Tân Phú,"Dự án CityLand Riverside, Đường Nguyễn Thị Thập",68,236,479,220.0,3,4,5,48000.0
12664,"Đường Huỳnh Văn Nghệ, Phường 12, Gò Vấp, Hồ Chí Minh",Gò Vấp,12,Đường Huỳnh Văn Nghệ,101,132,299,74.0,2,4,4,6000.0
12665,"803, Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Quận 7,Phú Thuận,"803, Đường Huỳnh Tấn Phát",39,108,239,117.4,3,5,6,8500.0
12666,"Đường Sơn Kỳ, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Tân Phú,Sơn Kỳ,Đường Sơn Kỳ,69,148,241,60.0,4,4,4,10300.0
12667,"Đường Số 32, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Trị Đông B,Đường Số 32,70,90,202,200.0,3,4,4,31500.0
12668,"Đường Chu Văn An, Phường 26, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,26,Đường Chu Văn An,97,141,284,88.0,5,5,6,14000.0
12669,"Phường 14, Gò Vấp, Hồ Chí Minh",Gò Vấp,14,0,92,116,345,62.0,3,4,4,6700.0
12670,"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",Quận 7,Tân Thuận Đông,Đường Bùi Văn Ba,85,146,224,80.0,3,4,5,9000.0
12671,"Hẻm 1806, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà Bè,Nhà Bè,"Hẻm 1806, Đường Huỳnh Tấn Phát",70,93,219,88.0,3,4,4,6600.0
12672,"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Quận 12,Thạnh Xuân,Đường Tô Ngọc Vân,51,71,128,225.0,6,42,45,15000.0
12673,"Đường Duy Tân, Phường 15, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,15,Đường Duy Tân,162,209,899,72.0,4,6,7,9300.0
12674,"Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phú Hữu,Đường Nguyễn Duy Trinh,41,147,214,54.0,3,4,3,3700.0
12675,"Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,9,Đường Phổ Quang,138,177,362,68.0,3,4,4,17500.0
12676,"Đường Bành Văn Trân, Phường 7, Tân Bình, Hồ Chí Minh",Tân Bình,7,Đường Bành Văn Trân,122,162,325,56.0,2,2,2,1630.0
12677,"Đường Hàn Thuyên, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",Thủ Đức,Bình Thọ,Đường Hàn Thuyên,87,153,248,372.0,2,5,2,42000.0
12678,"Đường Trần Văn Mười, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",Hóc Môn,Xuân Thới Thượng,Đường Trần Văn Mười,33,48,87,40.0,3,2,2,2500.0
12679,"Đường Tô Hiệu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",Tân Phú,Phú Thạnh,Đường Tô Hiệu,86,144,226,72.0,4,6,7,8300.0
12680,"Đường Phan Anh, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Trị Đông,Đường Phan Anh,70,90,202,326.0,7,11,11,33000.0
12681,"Đường Lê Văn Việt, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",Quận 9,Hiệp Phú,Đường Lê Văn Việt,39,183,300,156.0,5,4,4,22000.0
12682,"Phường 3, Quận 8, Hồ Chí Minh",Quận 8,3,0,88,113,254,17.0,2,1,1,2500.0
12683,"Đường Số 12, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Phước,Đường Số 12,69,106,371,68.0,3,4,6,6300.0
12684,"Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Trị Đông,0,70,90,202,104.5,2,4,4,4800.0
12685,"Đường Nguyễn Văn Săng, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Sơn Nhì,Đường Nguyễn Văn Săng,43,122,264,60.0,3,4,4,8700.0
12686,"Xã Phong Phú, Bình Chánh, Hồ Chí Minh",Bình Chánh,Phong Phú,0,57,87,136,81.0,3,4,4,7000.0
12687,"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Phú Mỹ,Đường Phạm Hữu Lầu,39,133,227,333.2,4,4,4,65000.0
12688,"Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",Quận 12,Hiệp Thành,Đường Nguyễn Ảnh Thủ,49,67,133,68.9,3,4,4,4000.0
12689,"Đường Nguyễn Đình Chiểu, Phường 3, Quận 3, Hồ Chí Minh",Quận 3,3,Đường Nguyễn Đình Chiểu,154,199,834,163.0,4,5,4,75000.0
12690,"Hẻm 25, Đường Xuân Thủy, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Thảo Điền,"Hẻm 25, Đường Xuân Thủy",54,236,630,208.0,4,5,4,46000.0
12691,"Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",Tân Bình,13,Đường Cộng Hòa,112,148,349,167.0,4,4,4,16000.0
12692,"Đường Âu Cơ, Phường 9, Tân Bình, Hồ Chí Minh",Tân Bình,9,Đường Âu Cơ,94,142,321,61.0,3,4,4,8600.0
12693,"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",Gò Vấp,14,Đường Phạm Văn Chiêu,92,116,345,90.0,2,4,2,10800.0
12694,"Đường Hòa Hảo, Phường 5, Quận 10, Hồ Chí Minh",Quận 10,5,Đường Hòa Hảo,149,193,484,60.0,3,4,2,15000.0
12695,"Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Tân Phú,Hiệp Tân,Đường Tô Hiệu,95,117,206,58.0,4,4,4,7500.0
12696,"Đường K300, Phường 12, Tân Bình, Hồ Chí Minh",Tân Bình,12,Đường K300,129,211,332,288.0,4,15,15,69900.0
12697,"Đường Hiệp Bình, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Chánh,Đường Hiệp Bình,80,116,214,126.0,3,4,4,15000.0
12698,"Đường Hòa Hưng, Phường 13, Quận 10, Hồ Chí Minh",Quận 10,13,Đường Hòa Hưng,179,346,524,104.5,3,4,3,12500.0
12699,"Đường Dương Quảng Hàm, Phường 6, Gò Vấp, Hồ Chí Minh",Gò Vấp,6,Đường Dương Quảng Hàm,85,111,238,160.0,3,30,4,23500.0
12700,"Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Hồ Chí Minh",Quận 1,Bến Nghé,Đường Lê Thánh Tôn,300,1163,2084,88.0,4,6,6,60000.0
12701,"Đường Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh",Tân Bình,14,Đường Trường Chinh,132,266,381,50.0,4,4,5,6800.0
12702,"Đường Thới An 11, Phường Thới An, Quận 12, Hồ Chí Minh",Quận 12,Thới An,Đường Thới An 11,55,104,141,80.0,1,1,1,4150.0
12703,"Đường Khổng Tử, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",Quận 9,Hiệp Phú,Đường Khổng Tử,39,183,300,53.0,4,3,4,11500.0
12704,"Đường Hồng Bàng, Phường 16, Quận 11, Hồ Chí Minh",Quận 11,16,Đường Hồng Bàng,135,335,457,71.4,8,6,8,23000.0
12705,"Đường Thạnh Lộc 28, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",Quận 12,Thạnh Lộc,Đường Thạnh Lộc 28,57,79,223,29.0,3,2,2,1450.0
12706,"Đường Nơ Trang Long, Phường 7, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,7,Đường Nơ Trang Long,104,151,329,35.0,3,3,3,2100.0
12707,"Đường Nơ Trang Long, Phường 7, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,7,Đường Nơ Trang Long,104,151,329,1100.0,5,5,6,200000.0
12708,"Đường Số 20, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Chánh,Đường Số 20,80,116,214,110.0,4,4,5,13000.0
12709,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",Quận 10,12,Đường Sư Vạn Hạnh,152,202,404,66.0,7,4,4,18500.0
12710,"Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",Tân Bình,2,Đường Bạch Đằng,138,281,444,142.5,2,4,4,32900.0
12711,"Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Quận 7,Phú Thuận,Đường Nguyễn Văn Quỳ,39,108,239,168.0,3,3,3,17200.0
12712,"Đường Trần Quốc Toản, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh.",Quận 3,Võ Thị Sáu,Đường Trần Quốc Toản,180,541,970,199.0,5,7,9,31000.0
12713,"Đường Đặng Văn Bi, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",Thủ Đức,Bình Thọ,Đường Đặng Văn Bi,87,153,248,126.0,3,4,4,9500.0
12714,"Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,12,Đường Nguyễn Văn Trỗi,153,210,638,35.0,6,4,4,19900.0
12715,"Đường 55, Phường 10, Quận 6, Hồ Chí Minh",Quận 6,10,Đường 55,181,219,272,48.0,1,4,4,6850.0
12716,"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",Quận 3,13,Đường Lê Văn Sỹ,154,199,834,73.0,5,5,6,21000.0
12717,"Đường Hải Thượng Lãn Ông, Phường 13, Quận 5, Hồ Chí Minh",Quận 5,13,Đường Hải Thượng Lãn Ông,136,386,577,84.0,8,4,4,42000.0
12718,"Đường Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",Quận 1,Nguyễn Thái Bình,Đường Nguyễn Thái Bình,237,688,1360,208.3,12,65,15,550000.0
12719,"Đường Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,7,Đường Lê Quang Định,104,151,329,63.0,2,4,3,6300.0
12720,"Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",Tân Phú,Phú Thọ Hòa,Đường Lê Thúc Hoạch,82,107,262,88.0,3,4,4,10500.0
12721,"Đường Bùi Tư Toàn, Phường An Lạc, Bình Tân, Hồ Chí Minh",Bình Tân,An Lạc,Đường Bùi Tư Toàn,74,97,219,111.7,3,4,4,8000.0
12722,"Đường Ấp 6, Xã Đông Thạnh, Hóc Môn, Hồ Chí Minh",Hóc Môn,Đông Thạnh,Đường Ấp 6,31,41,146,116.0,2,2,4,6000.0
12723,"Đường Phạm Văn Bạch, Phường 12, Gò Vấp, Hồ Chí Minh",Gò Vấp,12,Đường Phạm Văn Bạch,101,132,299,112.0,3,4,4,15000.0
12724,"Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,25,Đường Ung Văn Khiêm,97,141,284,340.0,2,6,4,24500.0
12725,"Đường Số 11A, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Trị Đông B,Đường Số 11A,70,90,202,200.0,3,3,4,30300.0
12726,"Đường Ngô Thị Thu Minh, Phường 1, Tân Bình, Hồ Chí Minh",Tân Bình,1,Đường Ngô Thị Thu Minh,155,195,454,69.0,6,4,4,17700.0
12727,"Đường Hoàng Hoa Thám, Phường 7, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,7,Đường Hoàng Hoa Thám,104,151,329,102.0,3,4,4,16500.0
12728,"Đường Hoàng Văn Thụ, Phường 9, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,9,Đường Hoàng Văn Thụ,138,177,362,105.0,3,4,4,22200.0
12729,"Đường Chấn Hưng, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,15,Đường Chấn Hưng,152,202,404,270.0,3,4,4,40000.0
12730,"Đường Phan Đình Phùng, Phường 1, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,1,Đường Phan Đình Phùng,144,185,634,48.0,5,5,6,7000.0
12731,"Đường Trưng Vương 1, Xã Trung Chánh, Hóc Môn, Hồ Chí Minh",Hóc Môn,Trung Chánh,Đường Trưng Vương 1,46,59,125,32.0,4,3,3,2200.0
12732,"79, Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, Hồ Chí Minh",Quận 1,Bến Nghé,"79, Đường Nguyễn Huệ",300,1163,2084,110.0,4,5,6,225000.0
12733,"Đường Thạnh Xuân 38, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Quận 12,Thạnh Xuân,Đường Thạnh Xuân 38,51,71,128,68.0,2,3,2,3950.0
12734,"Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",Tân Bình,2,Đường Phổ Quang,138,281,444,110.0,4,4,4,17500.0
12735,"Đường Nguyên Hồng, Phường 1, Gò Vấp, Hồ Chí Minh",Gò Vấp,1,Đường Nguyên Hồng,101,132,299,380.0,3,4,4,30000.0
12736,"Đường Hồ Biểu Chánh, Phường 3, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,3,Đường Hồ Biểu Chánh,142,181,410,81.0,4,4,4,20500.0
12737,"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phú Hữu,"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn",41,147,214,75.0,3,4,5,8500.0
12738,"Đường Đinh Bộ Lĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,26,Đường Đinh Bộ Lĩnh,97,141,284,48.0,2,3,2,6200.0
12739,"Đường Trần Văn Quang, Phường 10, Tân Bình, Hồ Chí Minh",Tân Bình,10,Đường Trần Văn Quang,97,130,295,62.0,2,2,2,7000.0
12740,"Đường Lê Lai, Phường 3, Gò Vấp, Hồ Chí Minh",Gò Vấp,3,Đường Lê Lai,92,122,231,180.0,3,4,4,13900.0
12741,"Dự án The Sholi Bình Tân, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",Bình Tân,An Lạc,"Dự án The Sholi Bình Tân, Đường An Dương Vương",74,97,219,80.0,3,4,4,13900.0
12742,"Dự án Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Hồ Chí Minh",Quận 7,Tân Phong,Dự án Phú Mỹ Hưng,56,235,510,200.0,3,4,4,48000.0
12743,"Đường Lũy Bán Bích, Phường Tân Thành, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Thành,Đường Lũy Bán Bích,64,165,241,416.0,3,4,4,75000.0
12744,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",Bình Chánh,Bình Hưng,"Dự án Mizuki Park, Đường Nguyễn Văn Linh",67,118,296,534.0,3,5,6,64000.0
12745,"Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",Quận 10,12,Đường Cao Thắng,152,202,404,55.0,3,5,3,13500.0
12746,"Đường Số 4, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Phước,Đường Số 4,69,106,371,64.0,3,4,3,5650.0
12747,"Đường Bùi Dương Lịch, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa B,Đường Bùi Dương Lịch,67,86,179,39.0,1,3,2,2500.0
12748,"Đường Hiệp Thành 35, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",Quận 12,Hiệp Thành,Đường Hiệp Thành 35,49,67,133,40.8,2,4,4,3100.0
12749,"Đường Phạm Hữu Chí, Phường 12, Quận 5, Hồ Chí Minh",Quận 5,12,Đường Phạm Hữu Chí,169,402,547,66.6,4,5,6,16800.0
12750,"Đường Kha Vạn Cân, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Chánh,Đường Kha Vạn Cân,80,116,214,32.0,2,2,2,3200.0
12751,"Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",Quận 7,Tân Hưng,Phố Trần Xuân Soạn,94,140,421,171.5,1,1,1,16000.0
12752,"Phố Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",Quận 3,Võ Thị Sáu,Phố Hai Bà Trưng,180,541,970,300.0,7,5,6,100000.0
12753,"Đường Calmette, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",Quận 1,Nguyễn Thái Bình,Đường Calmette,237,688,1360,72.0,4,4,4,40000.0
12754,"Đường Tân Mỹ, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",Quận 7,Tân Thuận Tây,Đường Tân Mỹ,82,113,370,105.0,3,16,16,12000.0
12755,"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",Hóc Môn,Xuân Thới Sơn,Đường Nguyễn Văn Bứa,29,50,85,1266.0,2,3,2,45000.0
12756,"Dự án Mega Ruby, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phú Hữu,Dự án Mega Ruby,41,147,214,75.0,3,4,4,7900.0
12757,"Đường Nguyễn Phi Khanh, Phường Tân Định, Quận 1, Hồ Chí Minh",Quận 1,Tân Định,Đường Nguyễn Phi Khanh,197,430,660,79.0,4,5,6,18000.0
12758,"Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,2,Đường Phan Xích Long,135,344,586,128.0,3,4,4,35400.0
12759,"Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh",Quận 10,1,Đường Lê Hồng Phong,152,202,404,80.0,5,4,4,28500.0
12760,"49, Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Hồ Chí Minh",Quận 1,Bến Thành,"49, Đường Nguyễn Trãi",230,833,1792,68.0,5,4,4,48500.0
12761,"Đường Bàu Cát Đôi, Phường 14, Tân Bình, Hồ Chí Minh",Tân Bình,14,Đường Bàu Cát Đôi,132,266,381,300.0,3,4,4,60000.0
12762,"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,11,Đường Nguyễn Văn Đậu,102,139,421,96.0,3,4,4,18700.0
12763,"Đường Nguyễn Văn Lượng, Phường 17, Gò Vấp, Hồ Chí Minh",Gò Vấp,17,Đường Nguyễn Văn Lượng,101,132,299,210.0,3,4,4,14900.0
12764,"Đường Nguyễn Quý Anh, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Sơn Nhì,Đường Nguyễn Quý Anh,43,122,264,56.0,3,4,4,7200.0
12765,"Đường Đội Cung, Phường 11, Quận 11, Hồ Chí Minh",Quận 11,11,Đường Đội Cung,108,130,289,15.0,3,2,1,3200.0
12766,"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa A,Đường Lê Văn Quới,67,86,179,136.0,3,4,4,19500.0
12767,"Đường Bàu Cát, Phường 12, Tân Bình, Hồ Chí Minh",Tân Bình,12,Đường Bàu Cát,129,211,332,75.0,3,5,6,8000.0
12768,"Đường Ngô Tất Tố, Phường 19, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,19,Đường Ngô Tất Tố,102,139,421,74.0,3,4,4,12500.0
12769,"Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh.",Tân Bình,2,Đường Bạch Đằng,138,281,444,216.0,3,4,4,45000.0
12770,"Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",Tân Bình,12,Đường Nguyễn Minh Hoàng,129,211,332,90.0,4,4,4,23900.0
12771,"Đường Lãnh Binh Thăng, Phường 13, Quận 11, Hồ Chí Minh",Quận 11,13,Đường Lãnh Binh Thăng,125,175,314,40.2,3,2,2,6500.0
12772,"Đường Nguyễn Duy Dương, Phường 3, Quận 10, Hồ Chí Minh",Quận 10,3,Đường Nguyễn Duy Dương,179,346,524,184.59,4,6,8,39500.0
12773,"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa A,Đường Lê Văn Quới,67,86,179,44.0,3,2,2,3600.0
12774,"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",Tân Bình,10,Đường Ni Sư Huỳnh Liên,97,130,295,57.0,3,4,4,4500.0
12775,"Đường Trương Vĩnh Ký, Phường Tân Thành, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Thành,Đường Trương Vĩnh Ký,64,165,241,148.0,4,4,4,26500.0
12776,"Đường Trương Đăng Quế, Phường 3, Gò Vấp, Hồ Chí Minh",Gò Vấp,3,Đường Trương Đăng Quế,92,122,231,40.0,5,5,5,6200.0
12777,"Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",Tân Bình,13,Đường Cộng Hòa,112,148,349,136.0,3,4,4,17900.0
12778,"Đường Nguyễn Phi Khanh, Phường Tân Định, Quận 1, Hồ Chí Minh",Quận 1,Tân Định,Đường Nguyễn Phi Khanh,197,430,660,70.0,4,4,5,17800.0
12779,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",Quận 12,Đông Hưng Thuận,Đường Nguyễn Văn Quá,52,70,180,180.0,1,1,1,180.0
12780,"Đường Hòa Bình, Phường 5, Quận 11, Hồ Chí Minh",Quận 11,5,Đường Hòa Bình,100,137,354,750.0,4,5,6,110000.0
12781,"Đường 31, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",Quận 2,Bình Trưng Đông,Đường 31,84,107,187,118.0,2,2,2,7100.0
12782,"Số 138, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",Quận 7,Bình Thuận,"Số 138, Đường Nguyễn Thị Thập",78,195,297,920.0,4,5,6,190000.0
12783,"Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",Quận 1,Nguyễn Cư Trinh,Đường Nguyễn Cư Trinh,179,466,873,104.0,3,4,4,50000.0
12784,"Đường Bạch Mã, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,15,Đường Bạch Mã,152,202,404,70.0,4,5,6,15000.0
12785,"Đường Cư Xá Lữ Gia, Phường 15, Quận 11, Hồ Chí Minh",Quận 11,15,Đường Cư Xá Lữ Gia,108,130,289,64.0,3,5,4,7500.0
12786,"Đường Nguyễn Hữu Cảnh, Phường 25, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,25,Đường Nguyễn Hữu Cảnh,97,141,284,300.0,3,4,4,75000.0
12787,"Đường Tên Lửa, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Trị Đông B,Đường Tên Lửa,70,90,202,168.0,3,4,4,41000.0
12788,"Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,15,Đường Cách Mạng Tháng Tám,152,202,404,28.0,2,2,2,3000.0
12789,"Đường 23, Phường 11, Quận 6, Hồ Chí Minh",Quận 6,11,Đường 23,181,219,272,120.0,5,8,8,22000.0
12790,"Đường Bàu Cát 1, Phường 12, Tân Bình, Hồ Chí Minh",Tân Bình,12,Đường Bàu Cát 1,129,211,332,56.0,3,4,3,8200.0
12791,"Đường Lê Văn Quới, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Trị Đông A,Đường Lê Văn Quới,70,90,202,73.0,4,4,3,8400.0
12792,"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",Tân Bình,15,Đường Phan Huy Ích,84,106,262,62.0,2,4,4,5100.0
12793,"Đường Nguyễn Trãi, Phường 7, Quận 5, Hồ Chí Minh",Quận 5,7,Đường Nguyễn Trãi,148,416,679,150.0,4,4,4,53000.0
12794,"Đường Hậu Lân, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",Hóc Môn,Bà Điểm,Đường Hậu Lân,42,57,138,120.0,1,4,2,40.0
12795,"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Chánh,Đường Phạm Văn Đồng,80,116,214,60.0,3,4,4,5700.0
12796,"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",Tân Phú,Phú Thọ Hòa,Đường Phú Thọ Hòa,82,107,262,80.0,3,4,3,5700.0
12797,"Đường Nguyên Hồng, Phường 11, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,11,Đường Nguyên Hồng,102,139,421,108.0,4,4,5,9500.0
12798,"Phường 11, Gò Vấp, Hồ Chí Minh.",Gò Vấp,11,0,101,132,299,35.0,3,4,4,4200.0
12799,"Dự án Trung Sơn, Đường 5, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",Bình Chánh,Bình Hưng,"Dự án Trung Sơn, Đường 5",67,118,296,100.0,4,6,6,20000.0
